Date,TZ,City,Code,Load
12/02/2020 04:30:00,EST,N.Y.C.,61761,4122.7075
12/02/2020 04:35:00,EST,N.Y.C.,61761,4117.1387
12/02/2020 04:40:00,EST,N.Y.C.,61761,4131.7773
12/02/2020 04:45:00,EST,N.Y.C.,61761,4127.905
12/02/2020 04:50:00,EST,N.Y.C.,61761,4140.3765
12/02/2020 04:55:00,EST,N.Y.C.,61761,4157.9126
12/02/2020 05:00:00,EST,N.Y.C.,61761,4166.305
12/02/2020 05:05:00,EST,N.Y.C.,61761,4158.9854
12/02/2020 05:10:00,EST,N.Y.C.,61761,4217.036
12/02/2020 05:15:00,EST,N.Y.C.,61761,4217.048
12/02/2020 05:20:00,EST,N.Y.C.,61761,4238.4434
12/02/2020 05:25:00,EST,N.Y.C.,61761,4284.7314
12/02/2020 05:30:00,EST,N.Y.C.,61761,4293.3276
12/02/2020 05:35:00,EST,N.Y.C.,61761,4310.0054
12/02/2020 05:40:00,EST,N.Y.C.,61761,4324.4746
12/02/2020 05:45:00,EST,N.Y.C.,61761,4347.35
12/02/2020 05:50:00,EST,N.Y.C.,61761,4364.0234
12/02/2020 05:55:00,EST,N.Y.C.,61761,4402.1494
12/02/2020 06:00:00,EST,N.Y.C.,61761,4427.9053
12/02/2020 06:05:00,EST,N.Y.C.,61761,4464.663
12/02/2020 06:10:00,EST,N.Y.C.,61761,4540.7207
12/02/2020 06:15:00,EST,N.Y.C.,61761,4557.1387
12/02/2020 06:20:00,EST,N.Y.C.,61761,4572.927
12/02/2020 06:25:00,EST,N.Y.C.,61761,4614.8213
12/02/2020 06:30:00,EST,N.Y.C.,61761,4639.8013
12/02/2020 06:35:00,EST,N.Y.C.,61761,4714.615
12/02/2020 06:40:00,EST,N.Y.C.,61761,4684.756
12/02/2020 06:45:00,EST,N.Y.C.,61761,4732.307
12/02/2020 06:50:00,EST,N.Y.C.,61761,4812.3926
12/02/2020 06:55:00,EST,N.Y.C.,61761,4802.3965
12/02/2020 07:00:00,EST,N.Y.C.,61761,4781.8926
12/02/2020 07:05:00,EST,N.Y.C.,61761,4845.7363
12/02/2020 07:10:00,EST,N.Y.C.,61761,4915.4277
12/02/2020 07:15:00,EST,N.Y.C.,61761,4959.919
12/02/2020 07:20:00,EST,N.Y.C.,61761,5021.823
12/02/2020 07:25:00,EST,N.Y.C.,61761,5040.3564
12/02/2020 07:30:00,EST,N.Y.C.,61761,5054.042
12/02/2020 07:35:00,EST,N.Y.C.,61761,5121.883
12/02/2020 07:40:00,EST,N.Y.C.,61761,5122.7046
12/02/2020 07:45:00,EST,N.Y.C.,61761,5157.128
12/02/2020 07:50:00,EST,N.Y.C.,61761,5154.838
12/02/2020 07:55:00,EST,N.Y.C.,61761,5226.953
12/02/2020 08:00:00,EST,N.Y.C.,61761,5267.882
12/02/2020 08:05:00,EST,N.Y.C.,61761,5285.832
12/02/2020 08:10:00,EST,N.Y.C.,61761,5315.8994
12/02/2020 08:15:00,EST,N.Y.C.,61761,5329.0786
12/02/2020 08:20:00,EST,N.Y.C.,61761,5378.454
12/02/2020 08:25:00,EST,N.Y.C.,61761,5386.0063
12/02/2020 08:30:00,EST,N.Y.C.,61761,5426.4033
12/02/2020 08:35:00,EST,N.Y.C.,61761,5425.881
12/02/2020 08:40:00,EST,N.Y.C.,61761,5452.119
12/02/2020 08:45:00,EST,N.Y.C.,61761,5463.823
12/02/2020 08:50:00,EST,N.Y.C.,61761,5477.692
12/02/2020 08:55:00,EST,N.Y.C.,61761,5522.2485
12/02/2020 09:00:00,EST,N.Y.C.,61761,5527.333
12/02/2020 09:05:00,EST,N.Y.C.,61761,5522.1333
12/02/2020 09:10:00,EST,N.Y.C.,61761,5526.323
12/02/2020 09:15:00,EST,N.Y.C.,61761,5563.5684
12/02/2020 09:20:00,EST,N.Y.C.,61761,5557.236
12/02/2020 09:25:00,EST,N.Y.C.,61761,5592.0244
12/02/2020 09:30:00,EST,N.Y.C.,61761,5563.084
12/02/2020 09:35:00,EST,N.Y.C.,61761,5580.5967
12/02/2020 09:40:00,EST,N.Y.C.,61761,5582.9014
12/02/2020 09:45:00,EST,N.Y.C.,61761,5630.5615
12/02/2020 09:50:00,EST,N.Y.C.,61761,5610.302
12/02/2020 09:55:00,EST,N.Y.C.,61761,5598.0547
12/02/2020 10:00:00,EST,N.Y.C.,61761,5584.575
12/02/2020 10:05:00,EST,N.Y.C.,61761,5581.5557
12/02/2020 10:10:00,EST,N.Y.C.,61761,5623.919
12/02/2020 10:15:00,EST,N.Y.C.,61761,5607.752
12/02/2020 10:20:00,EST,N.Y.C.,61761,5642.336
12/02/2020 10:25:00,EST,N.Y.C.,61761,5634.0215
12/02/2020 10:30:00,EST,N.Y.C.,61761,5632.8545
